sentence,kmeans_cluster,x,y
ship 1,4,19.817574,-3.0097720000000003
kiếm shop sài gòn mua đỡ phí ship,4,15.398242000000002,-16.447332
phí tưởng gộp 2,4,8.624722,-11.912151
freeship shop,4,14.287362,19.579212
kéo trùng,4,26.746048,3.9877269999999996
shop máy,4,26.126404,16.973274
chỉ chòi 1 treo choi shop,4,2.068053,9.89987
hi shop,4,18.378292000000002,22.475711999999998
máy hút sữa bao nhiêu shop,4,29.948311,11.750558
máy xay voi điệu,4,16.552094,7.455178999999999
nguyên,4,7.101339,-4.278569
tầm đi,4,16.208401000000002,-4.008701
sale hả,4,13.021622,28.007456
đăng hộ lý máy,4,18.157120000000003,4.465192
ship cod hả shop,4,17.479860000000002,-13.333670000000001
1290 ship hả shop,4,13.726626999999999,-13.445670999999999
chỉ 2 chức năng hả,4,3.383528,10.0578
hai chức năng,4,8.378556,-2.372584
máy,4,36.669468,4.730989
shopee mua chai sữa tắm bé,4,19.377131,14.153711999999999
thể ước chừng giá ship,4,10.978124000000001,-13.045285
đặt shopee bao nhiêu,4,24.550736999999998,-1.350208
hi shop,4,18.360712,22.485247
phụ kiện nối,4,8.147003999999999,0.10208400000000001
phí ship giá 400k shop,4,26.497742,-9.349202
ad máy hâm sữa di động,4,22.672844,6.070596
zay bao nhui,4,26.410484000000004,21.002378
gối shop,4,12.738239,22.224773000000003
thú tiền ship,4,18.008707,-18.055304
đun pha sữa bé,4,22.542348999999998,7.074406
máy,4,36.669678000000005,4.7309529999999995
shop giá úp bình agg,4,10.010744,14.276243
chỉnh độ,4,5.2846660000000005,0.12609
11 cửa bắc,4,7.5435300000000005,-6.513508
hai,4,4.75359,-4.733757
bao hàng tiếp shop,4,24.913401,-2.3428080000000002
bao hàng,4,26.479565,-1.529426
hix ship ngọc thụy bao tiền shop,4,15.598637,-16.373676
xi giá,4,16.841307,27.777098
ship 89 láng hạ bao nhiêu,4,31.25951,-6.606652
nam châm hả,4,8.010413,-6.318453
lắp shop,4,7.860092999999999,23.894709
bao hàng,4,26.480303000000003,-1.5294969999999999
hỗ trợ tận phòng sinh 2 mẹ,4,3.175764,-2.3307990000000003
sale shop,4,11.331853,23.917145
đặt máy tiệt trùng sấy khô faz shopee mãi giao vấn đề,4,20.44162,11.143552
